0	7.273600e-04	7.264890e-04	7.267198e-04	-5.384006e+00	1.767493e-05	-2.800559e-05	-3.496887e+00	-1.936755e+02	-2.646462e+02	-5.128627e+02	1.670267e-02	-3.664568e-02	1.821401e-06	8.331729e+00	-2.118470e+00	2.393699e-05	4.466843e-06	4.236029e-10	1.518198e-12	2.245309e-10	5.972717e-11	1.346379e-03	3.238177e-03	9.779500e-04	9.694120e-04	2.395146e-03	4
1	7.612900e-04	2.213551e-03	7.605114e-04	-4.254248e+00	1.055602e-05	2.549066e-04	-1.457690e+00	2.355164e+02	-3.505833e+00	-4.662118e+03	-2.879921e-02	-1.151900e-02	1.693955e-06	7.810610e+00	1.071543e+00	1.963836e-05	4.244271e-06	7.585947e-10	0.000000e+00	4.003485e-11	1.328170e-11	1.820514e-03	1.835932e-03	1.024514e-03	1.019911e-03	3.269615e-03	3
2	6.534900e-04	3.623571e-03	6.528541e-04	-2.276529e+00	3.378564e-05	-4.969800e-04	2.575541e+00	-2.670425e+02	3.830496e+00	8.440647e+03	-9.276236e-03	2.029092e-02	4.732865e-07	5.303593e+00	-9.059262e-01	9.200381e-06	3.614031e-06	1.246360e-09	0.000000e+00	1.361046e-11	1.698277e-11	2.843074e-03	8.814702e-04	9.035891e-04	9.072105e-04	2.368546e-03	3
3	7.798700e-04	5.050842e-03	7.819486e-04	-2.787887e+00	4.354973e-04	-2.942012e-04	1.988244e-01	-6.043628e+00	-1.516679e+01	1.660327e+02	-1.010237e-02	-1.134727e-03	2.602789e-07	1.061019e+00	2.733756e-04	3.518002e-07	0.000000e+00	1.979758e-10	0.000000e+00	2.262371e-11	5.677175e-16	2.070664e-02	8.074827e-04	-1.759852e-04	-1.784631e-04	1.406378e-04	2
4	6.420400e-04	6.465506e-03	6.416103e-04	-4.234043e+01	9.918164e-05	-4.041660e-05	1.836963e+00	1.940558e+02	-2.028444e+00	-5.472423e+03	1.068638e-03	1.262650e-03	5.552476e-09	3.103296e+00	6.040551e-01	3.191956e-06	1.820689e-06	9.008601e-11	0.000000e+00	1.958533e-12	7.921945e-12	3.698426e-04	2.264426e-04	6.148897e-04	6.149654e-04	1.669516e-03	2
5	7.758400e-04	7.974715e-03	7.747863e-04	2.868704e+01	7.837678e-05	-3.689273e-05	9.487341e-01	-3.005210e+02	4.806021e-02	7.324030e+03	2.601105e-05	1.842695e-03	-3.814012e-07	8.274763e+00	-1.473516e+00	2.248303e-05	6.125814e-06	2.740382e-10	0.000000e+00	1.305703e-12	1.202543e-11	4.712257e-04	3.556099e-03	-1.573362e-03	-1.570219e-03	4.193251e-03	4
6	6.362800e-04	9.379234e-03	6.359233e-04	1.393303e+01	7.817662e-05	-3.206430e-06	-1.428920e-01	1.550754e+02	1.645657e-01	-4.736122e+03	3.687838e-04	7.125239e-04	-4.347061e-08	4.103205e+00	5.013906e-01	5.387038e-06	1.968563e-06	1.234906e-10	0.000000e+00	5.871844e-12	4.960609e-13	1.462786e-03	1.221745e-03	4.892158e-04	4.910628e-04	1.217979e-03	3
7	6.186400e-04	1.063353e-02	6.185846e-04	-2.794546e+00	1.895828e-05	6.474017e-06	2.804774e+00	-2.280523e+01	-3.661066e-01	6.213638e+02	5.603195e-04	-3.261668e-04	-9.135894e-08	1.788386e+00	-7.360968e-02	1.002186e-06	8.894540e-08	6.818288e-12	0.000000e+00	6.179869e-12	1.501962e-12	2.055049e-03	1.160922e-03	1.790150e-04	1.816991e-04	2.821571e-05	2
8	8.420800e-04	1.207667e-02	8.412250e-04	-2.581686e+01	4.164216e-05	-8.505428e-05	-2.505924e-01	2.066715e+02	2.236860e-01	-4.834299e+03	7.636815e-04	-1.404123e-03	-1.068442e-08	8.029224e+00	1.203060e+00	2.087006e-05	3.059296e-06	3.156726e-10	0.000000e+00	1.005490e-11	2.783928e-12	9.433289e-04	3.414583e-03	-1.128597e-03	-1.126001e-03	3.766158e-03	4
9	7.133000e-04	1.362582e-02	7.132134e-04	-1.280859e+01	2.026290e-05	-1.109681e-05	3.835497e+00	-2.414613e+01	1.265537e-01	7.136083e+02	8.309332e-04	-1.316698e-03	-7.990671e-08	3.260567e+00	-1.159237e-01	3.328999e-06	3.207847e-07	1.157140e-11	0.000000e+00	1.661375e-11	3.730257e-12	1.795180e-03	2.256872e-03	1.407211e-04	1.451818e-04	9.350850e-06	2
10	8.085600e-04	1.514380e-02	8.079538e-04	-3.056400e+01	1.048754e-05	-2.267617e-06	-2.008886e-01	1.590097e+02	-2.086945e-01	-3.854118e+03	-6.903346e-04	7.122569e-04	5.007820e-09	6.277363e+00	8.500177e-01	1.267542e-05	1.643007e-06	6.339117e-11	0.000000e+00	9.359556e-13	1.513947e-12	3.427817e-04	1.812112e-03	7.020640e-04	7.004535e-04	2.491592e-03	4
11	6.978400e-04	1.664562e-02	6.975388e-04	-2.030409e+01	6.638075e-06	-3.066638e-06	-9.785953e-02	-1.080247e+02	-1.236189e-01	2.972581e+03	3.965690e-04	2.504687e-05	-1.170057e-10	3.195408e+00	-4.181797e-01	3.278261e-06	1.068678e-06	7.845601e-11	0.000000e+00	2.418911e-11	3.255344e-13	3.167067e-03	1.133841e-03	3.037593e-04	3.092934e-04	9.259482e-04	3
12	8.613400e-04	1.819575e-02	8.611528e-04	-4.815208e+01	-7.505112e-06	3.223626e-07	3.655190e+00	5.206203e+01	2.879672e-01	-1.037267e+03	1.347793e-03	-5.479320e-04	-1.120695e-07	2.139357e+00	2.684814e-01	1.466306e-06	3.573766e-07	9.471171e-12	0.000000e+00	2.368948e-11	9.183720e-12	3.680740e-03	8.272988e-04	7.309099e-04	7.364027e-04	6.509694e-04	2
13	5.869200e-04	1.974121e-02	5.860494e-04	3.248761e+01	1.285266e-05	-3.499805e-06	1.032748e-01	-4.290266e+02	3.034409e-01	1.448513e+04	-1.197327e-04	-4.117611e-04	1.335347e-08	5.645890e+00	-1.208040e+00	1.069095e-05	3.600816e-06	3.178818e-10	0.000000e+00	1.517432e-10	7.564075e-13	1.205472e-02	8.051976e-04	-5.562194e-04	-5.420264e-04	3.519270e-03	3
14	8.174500e-04	2.112611e-02	8.172658e-04	2.240953e+01	3.831061e-05	-4.432062e-06	1.042488e+01	-3.303357e+01	3.500222e-01	9.526389e+02	1.419098e-03	-1.093946e-03	-3.273108e-07	2.141997e+00	-2.294882e-01	1.460130e-06	4.945928e-07	1.244866e-11	0.000000e+00	2.723771e-10	2.448365e-11	2.192888e-02	7.297735e-04	-1.447877e-04	-1.157316e-04	9.482623e-04	3
15	7.055200e-04	2.264464e-02	7.050749e-04	1.320628e+01	1.475063e-05	9.170530e-07	7.768124e-02	-1.529790e+02	5.051589e-01	4.253625e+03	-7.810206e-04	-4.262476e-04	-2.689409e-10	4.153428e+00	-6.128781e-01	5.578736e-06	4.537482e-07	8.496027e-11	0.000000e+00	9.659176e-14	3.674945e-13	8.166185e-05	1.592734e-03	-5.862769e-04	-5.857965e-04	1.496593e-03	3
